Make,Model/Variant,Series,Year Range,Year_From,Year_To,Engine/Trim,Fuel,Source,Source_Code,Neuton_PN,Year_OpenEnded,Year_To_Num,Year_From_Num,Product_URL
BENTLEY,Continental GT,,2003-on,2003,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2003,nan
BENTLEY,Flying Spur,,2006-13,2006,2013,,,SuperCharge 2019 Guide,MF55HSS,VRL260,,2013,2006,https://www.thebatterypeople.com.au/product-page/vrl260-ln2-agm
BMW,130i,,2005-2012,2005,2012,,,SuperCharge 2019 Guide,MF66H,K56638,,2012,2005,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
BMW,320,,1994-95,1994,1995,,,SuperCharge 2019 Guide,MF55,K55519,,1995,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,325,,1994-95,1994,1995,,,SuperCharge 2019 Guide,MF55,K55519,,1995,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,518,,1974-on,1974,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,1974,nan
BMW,520,,1990-96,1990,1996,,,SuperCharge 2019 Guide,MF88,,,1996,1990,nan
BMW,525,,1994-on,1994,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,530,,1994-on,1994,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,1994,nan
BMW,540,,1994-on,1994,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,1994,nan
BMW,740,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,740,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,850,,1989-94,1989,1994,,,SuperCharge 2019 Guide,MF55,K55519,,1994,1989,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,116i Hatch 1.6T,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF66HSS,VRL370,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,118d Diesel 2.0DT,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,118i,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2005,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,118i,,2015-17,2015,2017,,,SuperCharge 2019 Guide,MF66,K56318,,2017,2015,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,118i Hatch 1.6i,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF66HSS,VRL370,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,120i,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2005,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,"120I Coupe, Convertible 2.0i",,2008-13,2008,2013,,,SuperCharge 2019 Guide,MF66HSS,VRL370,,2013,2008,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,"123d Diesel Hatch, Coupe, Convertible 2.0DT",,2009-13,2009,2013,,,SuperCharge 2019 Guide,MF77HSS,VRL480,,2013,2009,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,125i Hatch 2.0T,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF66HSS,VRL370,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,"135I  Coupe, Convertible 3.0T",,2008-13,2008,2013,,,SuperCharge 2019 Guide,MF66HSS,VRL370,,2013,2008,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,218d Diesel 2.0DT,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,218I Hatch 1.5T,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,220d Diesel 2.0i,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,220i Hatch 2.0i,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,225i Hatch 2.0T,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,228i,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,3 Series,,1991-on,1991,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,1991,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
BMW,3 Series 1,,1976-96,1976,1996,,,SuperCharge 2019 Guide,MF55,K55519,,1996,1976,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,3 Series 320 / 325,,2000-on,2000,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,3 Series Activehybris 3.0T,,2013-15,2013,2015,,,SuperCharge 2019 Guide,MF88HSS,VRL590,,2015,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,316 2 Door,,1997-98,1997,1998,,,SuperCharge 2019 Guide,MF55,K55519,,1998,1997,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,316i,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF44,K54317,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k54317
BMW,316i Sedan 1.6T,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,"318 4Cyl, 320 4Cyl (under bonnet)",,1976-94,1976,1994,,,SuperCharge 2019 Guide,MF55,K55519,,1994,1976,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,3.18e+38,,1991-99,1991,1999,,,SuperCharge 2019 Guide,MF66,K56318,,1999,1991,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,3.18e+48,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF55H,K55530,,2005,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55530
BMW,"318i, 325",,2001-on,2001,on,,,SuperCharge 2019 Guide,MF55,K55519,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,320,,1970-on,1970,on,,,SuperCharge 2019 Guide,MF55,K55519,Y,9999,1970,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,320D,,2007-on,2007,on,,,SuperCharge 2019 Guide,MF77,K57539,Y,9999,2007,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k57539
BMW,"320d Diesel Sedan, Hatch 2.0DT",,2011-on,2011,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,"320i Sedan, Wagon, Hatch 2.0T",,2012-on,2012,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,323i (in boot),,1996-on,1996,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,1996,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
BMW,325i,,1994-95,1994,1995,,,SuperCharge 2019 Guide,MF55,K55519,,1995,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,325i,,2006-on,2006,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,2006,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
BMW,328 Series E36,,1997-01,1997,2001,,,SuperCharge 2019 Guide,MF66H,K56638,,2001,1997,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
BMW,328Ci,,1999-00,1999,2000,,,SuperCharge 2019 Guide,MF66H,K56638,,2000,1999,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
BMW,"328i Sedan, Wagon, Hatch 2.8i",,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,330 Series E46,,2000-on,2000,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,330i,,2000-07,2000,2007,,,SuperCharge 2019 Guide,MF77,K57539,,2007,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k57539
BMW,330i,,2015-on,2015,on,,,SuperCharge 2019 Guide,MF77,K57539,Y,9999,2015,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k57539
BMW,335i,,2006-on,2006,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,2006,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
BMW,"335i Sedan, Wagon 3.0T",,2010-12,2010,2012,,,SuperCharge 2019 Guide,MF66HSS,VRL370,,2012,2010,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,"335i Coupe, Convertible 3.0T",,2010-13,2010,2013,,,SuperCharge 2019 Guide,MF66HSS,VRL370,,2013,2010,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,335i Sedan 3.0T,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF55HSS,VRL260,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl260-ln2-agm
BMW,420d Diesel 2.0DT,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF55HSS,VRL260,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl260-ln2-agm
BMW,"420i, 428i 2.0T",,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,435i 3.0T,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,5 Series (under seat),,1987-on,1987,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,1987,nan
BMW,"5 Series 6Cyl, 7 Series 6Cyl (under bonnet)",,1976-on,1976,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1976,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,5 Series Diesel,,2010-on,2010,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2010,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,5 Series ActiveHybrid,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,"520d, 530d, 535d Diesel",,2010-on,2010,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2010,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,"520i, 523i, 525i, 530i Sedan",,2003-09,2003,2009,,,SuperCharge 2019 Guide,MF77HSS,VRL480,,2009,2003,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,"520i, 528i, 2535i, 550i",,2010-on,2010,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2010,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,"525, 525i",,2004,2004,2004,,,SuperCharge 2019 Guide,MF88H,K60044,,2004,2004,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,525E,,1994-on,1994,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,528i,,1977-00,1977,2000,,,SuperCharge 2019 Guide,MF66,K56318,,2000,1977,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,530D,,2005,2005,2005,,,SuperCharge 2019 Guide,MF88H,K60044,,2005,2005,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,"530i, 530i Executive & Sport",,2001-on,2001,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,535i,,1986-03,1986,2003,,,SuperCharge 2019 Guide,MF88H,K60044,,2003,1986,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,535i V8,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2001,nan
BMW,"540i V8 Executive, V8 Sport",,2001-on,2001,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2001,nan
BMW,"540i, 545i, 550i",,2003-10,2003,2010,,,SuperCharge 2019 Guide,MF88HSS,VRL590,,2010,2003,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,640d Diesel 3.0DT,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,"640i, 650i 3.0T, 4.4TT",,2011-on,2011,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,645Ci,,2004-on,2004,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2004,nan
BMW,650i,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2005,nan
BMW,650i,,2015-on,2015,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2015,nan
BMW,7 Series,,1988-96,1988,1996,,,SuperCharge 2019 Guide,MF88,,,1996,1988,nan
BMW,7 Series (under seat),,1987-96,1987,1996,,,SuperCharge 2019 Guide,MF66,K56318,,1996,1987,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,"730d, 740i, 750i, 760Li",,2009-on,2009,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2009,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,"735i, 740i, 745i, 745Li, 760Li",,2001-on,2001,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2001,nan
BMW,7 Series ActiveHybrid 3.0T/40kW,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,8 Series,,1990-on,1990,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1990,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,Alpine,,1976-on,1976,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1976,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,M3,,2015-on,2015,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2015,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,M3 Coupe,,2000-on,2000,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,"M3 Coupe, Convertible V8 4.0i",,2007-13,2007,2013,,,SuperCharge 2019 Guide,MF88HSS,VRL590,,2013,2007,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,M3 Series (in boot),,1991-on,1991,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1991,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
BMW,M3 Series (under bonnet),,1991-on,1991,on,,,SuperCharge 2019 Guide,MF55,K55519,Y,9999,1991,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
BMW,M135i 3.0T,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,M2351i 3.0T,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,M635 csi,,1985-on,1985,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,1985,nan
BMW,S5,,2007-on,2007,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2007,nan
BMW,X1 Diesel E84 2.0DT,,2010-15,2010,2015,,,SuperCharge 2019 Guide,MF88HSS,VRL590,,2015,2010,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,X1 Petrol E84,,2010-15,2010,2015,,,SuperCharge 2019 Guide,MF66HSS,VRL370,,2015,2010,https://www.thebatterypeople.com.au/product-page/vrl370-ln3-agm
BMW,X1 Diesel 2.0DT & Petrol 2.0T,,2015-on,2015,on,,,SuperCharge 2019 Guide,MF77HSS,VRL480,Y,9999,2015,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,X3,,2004-on,2004,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2004,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,"X3 Diesel 20D, 30d",,2005-10,2005,2010,,,SuperCharge 2019 Guide,MF77HSS,VRL480,,2010,2005,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,"X3 Petrol 25i, 30i",,2006-10,2006,2010,,,SuperCharge 2019 Guide,MF77HSS,VRL480,,2010,2006,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,"X3 Petrol xDrive 28i, 3.0i",,2011-12,2011,2012,,,SuperCharge 2019 Guide,MF77HSS,VRL480,,2012,2011,https://www.thebatterypeople.com.au/product-page/vrl480-ln4-agm
BMW,"X3 Petrol F25 xDrive 20i, 2.0ltr, 28i 2.0ltr",,2012-on,2012,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,"X3, X5, X6",,2008-on,2008,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2008,nan
BMW,X4,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
BMW,X5,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
BMW,"X5 3.0i, X5 4.4i, X5 4.6LS, X5 V8, X5 4WD",,2001-on,2001,on,,,SuperCharge 2019 Guide,MF88,,Y,9999,2001,nan
BMW,X5,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
